0.000 	0.000 
0.080 	0.100 
0.060 	0.050 
0.100 	0.150 
0.080 	0.080 
0.150 	0.400 
0.100 	0.430 
0.020 	0.340 
0.140 	0.350 
0.000 	0.500 
0.180 	0.550 
0.060 	0.510 
0.100 	0.520 
0.100 	0.700 
0.200 	0.700 
0.120 	0.750 
0.070 	0.700 
0.250 	0.100 
0.320 	0.050 
0.290 	0.250 
0.280 	0.200 
0.300 	0.370 
0.270 	0.310 
0.310 	0.320 
0.290 	0.350 
0.300 	0.680 
0.280 	0.550 
0.255 	0.600 
0.325 	0.620 
0.275 	0.800 
0.245 	0.750 
0.295 	0.750 
0.256 	0.700 
0.320 	0.040 
0.450 	0.280 
0.350 	0.120 
0.420 	0.220 
0.400 	0.320 
0.330 	0.310 
0.380 	0.380 
0.330 	0.360 
0.490 	0.600 
0.490 	0.550 
0.330 	0.610 
0.350 	0.650 
0.360 	0.800 
0.390 	0.750 
0.390 	0.850 
0.340 	0.710 
0.510 	0.020 
0.500 	0.090 
0.700 	0.190 
0.550 	0.120 
0.750 	0.320 
0.720 	0.370 
0.600 	0.330 
0.520 	0.360 
0.600 	0.660 
0.510 	0.580 
0.580 	0.600 
0.610 	0.530 
0.770 	0.720 
0.790 	0.780 
0.680 	0.730 
0.580 	0.760 
0.100 	0.030 
0.200 	0.060 
0.060 	0.190 
0.100 	0.120 
0.080 	0.400 
0.120 	0.370 
0.100 	0.410 
0.150 	0.330 
0.200 	0.520 
0.160 	0.690 
0.180 	0.500 
0.060 	0.570 
0.100 	0.720 
0.100 	0.710 
0.200 	0.860 
0.120 	0.790 
0.250 	0.260 
0.320 	0.290 
0.290 	0.150 
0.100 	0.100 
0.300 	0.310 
0.250 	0.380 
0.310 	0.320 
0.290 	0.400 
0.300 	0.520 
0.280 	0.640 
0.255 	0.550 
0.265 	0.570 
0.310 	0.790 
0.320 	0.890 
0.305 	0.860 
0.250 	0.730 
0.250 	0.295 
0.250 	0.290 
0.270 	0.080 
0.280 	0.180 
0.320 	0.310 
0.270 	0.310 
0.260 	0.380 
0.290 	0.310 
0.300 	0.560 
0.280 	0.600 
0.255 	0.630 
0.270 	0.520 
0.295 	0.800 
0.255 	0.810 
0.310 	0.880 
0.280 	0.720 
0.550 	0.020 
0.590 	0.290 
0.640 	0.180 
0.600 	0.280 
0.690 	0.280 
0.780 	0.440 
0.610 	0.460 
0.650 	0.400 
0.750 	0.350 
0.550 	0.500 
0.850 	0.540 
0.900 	0.520 
0.800 	0.670 
0.700 	0.950 
0.760 	0.800 
0.720 	0.720 
0.600 	0.720 
0.050 	0.020 
0.180 	0.260 
0.040 	0.180 
0.120 	0.280 
0.120 	0.410 
0.180 	0.330 
0.100 	0.400 
0.060 	0.320 
0.090 	0.580 
0.010 	0.530 
0.040 	0.500 
0.150 	0.660 
0.080 	0.800 
0.150 	0.810 
0.210 	0.870 
0.200 	0.760 
0.243 	0.190 
0.270 	0.200 
0.299 	0.100 
0.300 	0.150 
0.245 	0.380 
0.295 	0.330 
0.290 	0.370 
0.260 	0.390 
0.305 	0.510 
0.320 	0.550 
0.299 	0.630 
0.276 	0.580 
0.258 	0.730 
0.320 	0.790 
0.329 	0.830 
0.260 	0.760 
0.390 	0.020 
0.450 	0.270 
0.340 	0.100 
0.330 	0.120 
0.400 	0.380 
0.360 	0.460 
0.380 	0.320 
0.490 	0.340 
0.360 	0.630 
0.380 	0.620 
0.330 	0.590 
0.420 	0.580 
0.440 	0.890 
0.390 	0.790 
0.420 	0.830 
0.340 	0.880 
0.640 	0.220 
0.550 	0.110 
0.680 	0.100 
0.650 	0.190 
0.780 	0.380 
0.550 	0.410 
0.590 	0.310 
0.640 	0.340 
0.820 	0.670 
0.690 	0.610 
0.570 	0.590 
0.900 	0.520 
0.700 	0.820 
0.700 	0.720 
0.600 	0.770 
0.610 	0.710 
0.140 	0.220 
0.100 	0.270 
0.190 	0.190 
0.200 	0.070 
0.150 	0.380 
0.100 	0.340 
0.180 	0.310 
0.090 	0.330 
0.190 	0.550 
0.020 	0.620 
0.210 	0.680 
0.140 	0.520 
0.180 	0.880 
0.015 	0.780 
0.170 	0.710 
0.050 	0.910 
0.270 	0.130 
0.290 	0.060 
0.260 	0.190 
0.258 	0.070 
0.320 	0.480 
0.251 	0.390 
0.288 	0.320 
0.310 	0.310 
0.255 	0.550 
0.295 	0.620 
0.258 	0.560 
0.267 	0.590 
0.280 	0.880 
0.270 	0.780 
0.299 	0.730 
0.290 	0.740 
0.475 	0.130 
0.348 	0.060 
0.335 	0.190 
0.490 	0.070 
0.430 	0.320 
0.330 	0.360 
0.400 	0.400 
0.440 	0.490 
0.380 	0.550 
0.350 	0.510 
0.410 	0.550 
0.360 	0.560 
0.370 	0.810 
0.440 	0.820 
0.400 	0.730 
0.460 	0.950 
0.550 	0.150 
0.850 	0.060 
0.620 	0.240 
0.580 	0.260 
0.670 	0.390 
0.580 	0.310 
0.680 	0.490 
0.600 	0.450 
0.630 	0.650 
0.600 	0.600 
0.510 	0.550 
0.780 	0.690 
0.610 	0.710 
0.820 	0.710 
0.750 	0.810 
0.900 	0.760 
